+------------+-------+---------+-----------------+
| experiment | phase | episode | number of files |
|     r6     |   p2  |    18   |        2        |
|     r6     |   p2  |    19   |        2        |
|     r6     |   p2  |    2    |        2        |
|     r6     |   p2  |    20   |        2        |
|     r6     |   p2  |    21   |        2        |
|     r6     |   p2  |    22   |        2        |
|     r6     |   p2  |    23   |        2        |
|     r6     |   p2  |    24   |        2        |
|     r6     |   p2  |    25   |        2        |
|     r6     |   p2  |    26   |        2        |
|     r6     |   p2  |    27   |        2        |
|     r6     |   p2  |    28   |        2        |
|     r6     |   p2  |    29   |        2        |
|     r6     |   p2  |    3    |        2        |
|     r6     |   p2  |    30   |        2        |
|     r6     |   p2  |    31   |        2        |
|     r6     |   p2  |    32   |        2        |
|     r6     |   p2  |    33   |        2        |
|     r6     |   p2  |    34   |        2        |
|     r6     |   p2  |    35   |        2        |
|     r6     |   p2  |    36   |        2        |
|     r6     |   p2  |    37   |        2        |
|     r6     |   p2  |    38   |        2        |
|     r6     |   p2  |    39   |        2        |
|     r6     |   p2  |    4    |        2        |
|     r6     |   p2  |    40   |        2        |
|     r6     |   p2  |    41   |        2        |
|     r6     |   p2  |    42   |        2        |
|     r6     |   p2  |    43   |        2        |
|     r6     |   p2  |    44   |        2        |
|     r6     |   p2  |    45   |        2        |
|     r6     |   p2  |    46   |        2        |
|     r6     |   p2  |    47   |        2        |
|     r6     |   p2  |    48   |        2        |
|     r6     |   p2  |    49   |        2        |
|     r6     |   p2  |    5    |        2        |
|     r6     |   p2  |    50   |        2        |
|     r6     |   p2  |    51   |        2        |
|     r6     |   p2  |    52   |        2        |
|     r6     |   p2  |    53   |        2        |
|     r6     |   p2  |    54   |        2        |
|     r6     |   p2  |    55   |        2        |
|     r6     |   p2  |    56   |        2        |
|     r6     |   p2  |    57   |        2        |
|     r6     |   p2  |    58   |        2        |
|     r6     |   p2  |    59   |        2        |
|     r6     |   p2  |    6    |        2        |
|     r6     |   p2  |    60   |        2        |
|     r6     |   p2  |    61   |        2        |
|     r6     |   p2  |    62   |        2        |
|     r6     |   p2  |    63   |        2        |
|     r6     |   p2  |    64   |        2        |
|     r6     |   p2  |    65   |        2        |
|     r6     |   p2  |    66   |        2        |
|     r6     |   p2  |    67   |        2        |
|     r6     |   p2  |    68   |        2        |
|     r6     |   p2  |    69   |        2        |
|     r6     |   p2  |    7    |        2        |
|     r6     |   p2  |    70   |        2        |
|     r6     |   p2  |    71   |        2        |
|     r6     |   p2  |    72   |        2        |
|     r6     |   p2  |    73   |        2        |
|     r6     |   p2  |    74   |        2        |
|     r6     |   p2  |    75   |        2        |
|     r6     |   p2  |    76   |        2        |
|     r6     |   p2  |    77   |        2        |
|     r6     |   p2  |    78   |        2        |
|     r6     |   p2  |    8    |        2        |
|     r6     |   p2  |    9    |        2        |
|     r6     |   p2  |    9    |        2        |
|     r7     |   p1  |    1    |        2        |
|     r7     |   p1  |    10   |        2        |
|     r7     |   p1  |    11   |        2        |
|     r7     |   p1  |    12   |        2        |
|     r7     |   p1  |    13   |        2        |
|     r7     |   p1  |    14   |        2        |
|     r7     |   p1  |    15   |        2        |
|     r7     |   p1  |    16   |        2        |
|     r7     |   p1  |    17   |        2        |
|     r7     |   p1  |    18   |        2        |
|     r7     |   p1  |    19   |        2        |
|     r7     |   p1  |    2    |        2        |
|     r7     |   p1  |    20   |        2        |
|     r7     |   p1  |    21   |        2        |
|     r7     |   p1  |    22   |        2        |
|     r7     |   p1  |    23   |        2        |
|     r7     |   p1  |    24   |        2        |
|     r7     |   p1  |    25   |        2        |
|     r7     |   p1  |    26   |        2        |
|     r7     |   p1  |    27   |        2        |
|     r7     |   p1  |    28   |        2        |
|     r7     |   p1  |    29   |        2        |
|     r7     |   p1  |    3    |        2        |
|     r7     |   p1  |    30   |        2        |
|     r7     |   p1  |    31   |        2        |
|     r7     |   p1  |    32   |        2        |
|     r7     |   p1  |    33   |        2        |
|     r7     |   p1  |    34   |        2        |
|     r7     |   p1  |    35   |        2        |
|     r7     |   p1  |    36   |        2        |
|     r7     |   p1  |    37   |        2        |
|     r7     |   p1  |    38   |        2        |
|     r7     |   p1  |    39   |        2        |
|     r7     |   p1  |    4    |        2        |
|     r7     |   p1  |    40   |        2        |
|     r7     |   p1  |    41   |        2        |
|     r7     |   p1  |    42   |        2        |
|     r7     |   p1  |    43   |        2        |
|     r7     |   p1  |    44   |        2        |
|     r7     |   p1  |    45   |        2        |
|     r7     |   p1  |    46   |        2        |
|     r7     |   p1  |    47   |        2        |
|     r7     |   p1  |    48   |        2        |
|     r7     |   p1  |    49   |        2        |
|     r7     |   p1  |    5    |        2        |
|     r7     |   p1  |    50   |        2        |
|     r7     |   p1  |    51   |        2        |
|     r7     |   p1  |    52   |        2        |
|     r7     |   p1  |    53   |        2        |
|     r7     |   p1  |    54   |        2        |
|     r7     |   p1  |    55   |        2        |
|     r7     |   p1  |    56   |        2        |
|     r7     |   p1  |    57   |        2        |
|     r7     |   p1  |    58   |        2        |
|     r7     |   p1  |    59   |        2        |
|     r7     |   p1  |    6    |        2        |
|     r7     |   p1  |    60   |        2        |
|     r7     |   p1  |    61   |        2        |
|     r7     |   p1  |    62   |        2        |
|     r7     |   p1  |    63   |        2        |
|     r7     |   p1  |    64   |        2        |
|     r7     |   p1  |    65   |        2        |
|     r7     |   p1  |    66   |        2        |
|     r7     |   p1  |    67   |        2        |
|     r7     |   p1  |    68   |        2        |
|     r7     |   p1  |    69   |        2        |
|     r7     |   p1  |    7    |        2        |
|     r7     |   p1  |    70   |        2        |
|     r7     |   p1  |    71   |        2        |
|     r7     |   p1  |    72   |        2        |
|     r7     |   p1  |    8    |        2        |
|     r7     |   p1  |    9    |        2        |
|     r7     |   p1  |    9    |        2        |
|     r7     |   p2  |    1    |        2        |
|     r7     |   p2  |    10   |        2        |
|     r7     |   p2  |    11   |        2        |
|     r7     |   p2  |    12   |        2        |
|     r7     |   p2  |    13   |        2        |
|     r7     |   p2  |    14   |        2        |
|     r7     |   p2  |    15   |        2        |
|     r7     |   p2  |    16   |        2        |
|     r7     |   p2  |    17   |        2        |
|     r7     |   p2  |    18   |        2        |
|     r7     |   p2  |    19   |        2        |
|     r7     |   p2  |    2    |        2        |
|     r7     |   p2  |    20   |        2        |
|     r7     |   p2  |    21   |        2        |
|     r7     |   p2  |    22   |        2        |
|     r7     |   p2  |    23   |        2        |
|     r7     |   p2  |    24   |        2        |
|     r7     |   p2  |    25   |        2        |
|     r7     |   p2  |    26   |        2        |
|     r7     |   p2  |    27   |        2        |
|     r7     |   p2  |    28   |        2        |
|     r7     |   p2  |    29   |        2        |
|     r7     |   p2  |    3    |        2        |
|     r7     |   p2  |    30   |        2        |
|     r7     |   p2  |    31   |        2        |
|     r7     |   p2  |    32   |        2        |
|     r7     |   p2  |    33   |        2        |
|     r7     |   p2  |    34   |        2        |
|     r7     |   p2  |    35   |        2        |
|     r7     |   p2  |    36   |        2        |
|     r7     |   p2  |    37   |        2        |
|     r7     |   p2  |    38   |        2        |
|     r7     |   p2  |    39   |        2        |
|     r7     |   p2  |    4    |        2        |
|     r7     |   p2  |    40   |        2        |
|     r7     |   p2  |    41   |        2        |
|     r7     |   p2  |    42   |        2        |
|     r7     |   p2  |    43   |        2        |
|     r7     |   p2  |    44   |        2        |
|     r7     |   p2  |    45   |        2        |
|     r7     |   p2  |    46   |        2        |
|     r7     |   p2  |    47   |        2        |
|     r7     |   p2  |    48   |        2        |
|     r7     |   p2  |    49   |        2        |
|     r7     |   p2  |    5    |        2        |
|     r7     |   p2  |    50   |        2        |
|     r7     |   p2  |    51   |        2        |
|     r7     |   p2  |    52   |        2        |
|     r7     |   p2  |    53   |        2        |
|     r7     |   p2  |    54   |        2        |
|     r7     |   p2  |    55   |        2        |
|     r7     |   p2  |    56   |        2        |
|     r7     |   p2  |    57   |        2        |
|     r7     |   p2  |    58   |        2        |
|     r7     |   p2  |    59   |        2        |
|     r7     |   p2  |    6    |        2        |
|     r7     |   p2  |    60   |        2        |
|     r7     |   p2  |    61   |        2        |
|     r7     |   p2  |    62   |        2        |
|     r7     |   p2  |    63   |        2        |
|     r7     |   p2  |    64   |        2        |
|     r7     |   p2  |    65   |        2        |
|     r7     |   p2  |    66   |        2        |
|     r7     |   p2  |    67   |        2        |
|     r7     |   p2  |    68   |        2        |
|     r7     |   p2  |    69   |        2        |
|     r7     |   p2  |    7    |        2        |
|     r7     |   p2  |    70   |        2        |
|     r7     |   p2  |    71   |        2        |
|     r7     |   p2  |    72   |        2        |
|     r7     |   p2  |    73   |        2        |
|     r7     |   p2  |    74   |        2        |
|     r7     |   p2  |    75   |        2        |
|     r7     |   p2  |    76   |        2        |
|     r7     |   p2  |    8    |        2        |
|     r7     |   p2  |    9    |        2        |
|     r7     |   p2  |    9    |        2        |
|     r8     |   p1  |    1    |        2        |
|     r8     |   p1  |    10   |        2        |
|     r8     |   p1  |    11   |        2        |
|     r8     |   p1  |    12   |        2        |
|     r8     |   p1  |    13   |        2        |
|     r8     |   p1  |    14   |        2        |
|     r8     |   p1  |    15   |        2        |
|     r8     |   p1  |    16   |        2        |
|     r8     |   p1  |    17   |        2        |
|     r8     |   p1  |    18   |        2        |
|     r8     |   p1  |    19   |        2        |
|     r8     |   p1  |    2    |        2        |
|     r8     |   p1  |    20   |        2        |
|     r8     |   p1  |    21   |        2        |
|     r8     |   p1  |    22   |        2        |
|     r8     |   p1  |    23   |        2        |
|     r8     |   p1  |    24   |        2        |
|     r8     |   p1  |    25   |        2        |
|     r8     |   p1  |    26   |        2        |
|     r8     |   p1  |    27   |        2        |
|     r8     |   p1  |    28   |        2        |
|     r8     |   p1  |    29   |        2        |
|     r8     |   p1  |    3    |        2        |
|     r8     |   p1  |    30   |        2        |
|     r8     |   p1  |    31   |        2        |
|     r8     |   p1  |    32   |        2        |
|     r8     |   p1  |    33   |        2        |
|     r8     |   p1  |    34   |        2        |
|     r8     |   p1  |    35   |        2        |
|     r8     |   p1  |    36   |        2        |
|     r8     |   p1  |    37   |        2        |
|     r8     |   p1  |    38   |        2        |
|     r8     |   p1  |    39   |        2        |
|     r8     |   p1  |    4    |        2        |
|     r8     |   p1  |    40   |        2        |
|     r8     |   p1  |    41   |        2        |
|     r8     |   p1  |    42   |        2        |
|     r8     |   p1  |    43   |        2        |
|     r8     |   p1  |    44   |        2        |
|     r8     |   p1  |    45   |        2        |
|     r8     |   p1  |    46   |        2        |
|     r8     |   p1  |    47   |        2        |
|     r8     |   p1  |    48   |        2        |
|     r8     |   p1  |    49   |        2        |
|     r8     |   p1  |    5    |        2        |
|     r8     |   p1  |    50   |        2        |
|     r8     |   p1  |    51   |        2        |
|     r8     |   p1  |    52   |        2        |
|     r8     |   p1  |    53   |        2        |
|     r8     |   p1  |    54   |        2        |
|     r8     |   p1  |    55   |        2        |
|     r8     |   p1  |    56   |        2        |
|     r8     |   p1  |    57   |        2        |
|     r8     |   p1  |    58   |        2        |
|     r8     |   p1  |    59   |        2        |
|     r8     |   p1  |    6    |        2        |
|     r8     |   p1  |    60   |        2        |
|     r8     |   p1  |    61   |        2        |
|     r8     |   p1  |    62   |        2        |
|     r8     |   p1  |    63   |        2        |
|     r8     |   p1  |    64   |        2        |
|     r8     |   p1  |    65   |        2        |
|     r8     |   p1  |    66   |        2        |
|     r8     |   p1  |    67   |        2        |
|     r8     |   p1  |    68   |        2        |
|     r8     |   p1  |    69   |        2        |
|     r8     |   p1  |    7    |        2        |
|     r8     |   p1  |    70   |        2        |
|     r8     |   p1  |    71   |        2        |
|     r8     |   p1  |    72   |        2        |
|     r8     |   p1  |    73   |        2        |
|     r8     |   p1  |    74   |        2        |
|     r8     |   p1  |    75   |        2        |
|     r8     |   p1  |    76   |        2        |
|     r8     |   p1  |    77   |        2        |
|     r8     |   p1  |    78   |        2        |
|     r8     |   p1  |    79   |        2        |
|     r8     |   p1  |    8    |        2        |
|     r8     |   p1  |    80   |        2        |
|     r8     |   p1  |    81   |        2        |
|     r8     |   p1  |    82   |        2        |
|     r8     |   p1  |    83   |        2        |
|     r8     |   p1  |    84   |        2        |
|     r8     |   p1  |    9    |        2        |
|     r8     |   p1  |    9    |        2        |
|     r8     |   p2  |    1    |        2        |
|     r8     |   p2  |    10   |        2        |
|     r8     |   p2  |    11   |        2        |
|     r8     |   p2  |    12   |        2        |
|     r8     |   p2  |    13   |        2        |
|     r8     |   p2  |    14   |        2        |
|     r8     |   p2  |    15   |        2        |
|     r8     |   p2  |    16   |        2        |
|     r8     |   p2  |    17   |        2        |
|     r8     |   p2  |    18   |        2        |
|     r8     |   p2  |    19   |        2        |
|     r8     |   p2  |    2    |        2        |
|     r8     |   p2  |    20   |        2        |
|     r8     |   p2  |    21   |        2        |
|     r8     |   p2  |    22   |        2        |
|     r8     |   p2  |    23   |        2        |
|     r8     |   p2  |    24   |        2        |
|     r8     |   p2  |    25   |        2        |
|     r8     |   p2  |    26   |        2        |
|     r8     |   p2  |    27   |        2        |
|     r8     |   p2  |    28   |        2        |
|     r8     |   p2  |    29   |        2        |
|     r8     |   p2  |    3    |        2        |
|     r8     |   p2  |    30   |        2        |
|     r8     |   p2  |    31   |        2        |
|     r8     |   p2  |    32   |        2        |
|     r8     |   p2  |    33   |        2        |
|     r8     |   p2  |    34   |        2        |
|     r8     |   p2  |    35   |        2        |
|     r8     |   p2  |    36   |        2        |
|     r8     |   p2  |    37   |        2        |
|     r8     |   p2  |    38   |        2        |
|     r8     |   p2  |    39   |        2        |
|     r8     |   p2  |    4    |        2        |
|     r8     |   p2  |    40   |        2        |
|     r8     |   p2  |    41   |        2        |
|     r8     |   p2  |    42   |        2        |
|     r8     |   p2  |    43   |        2        |
|     r8     |   p2  |    44   |        2        |
|     r8     |   p2  |    45   |        2        |
|     r8     |   p2  |    46   |        2        |
|     r8     |   p2  |    47   |        2        |
|     r8     |   p2  |    48   |        2        |
|     r8     |   p2  |    49   |        2        |
|     r8     |   p2  |    5    |        2        |
|     r8     |   p2  |    50   |        2        |
|     r8     |   p2  |    51   |        2        |
|     r8     |   p2  |    52   |        2        |
|     r8     |   p2  |    53   |        2        |
|     r8     |   p2  |    54   |        2        |
|     r8     |   p2  |    55   |        2        |
|     r8     |   p2  |    56   |        2        |
|     r8     |   p2  |    57   |        2        |
|     r8     |   p2  |    58   |        2        |
|     r8     |   p2  |    59   |        2        |
|     r8     |   p2  |    6    |        2        |
|     r8     |   p2  |    60   |        2        |
|     r8     |   p2  |    61   |        2        |
|     r8     |   p2  |    62   |        2        |
|     r8     |   p2  |    63   |        2        |
|     r8     |   p2  |    64   |        2        |
|     r8     |   p2  |    7    |        2        |
|     r8     |   p2  |    8    |        2        |
|     r8     |   p2  |    9    |        2        |
|     r8     |   p2  |    9    |        2        |
|     r9     |   p1  |    1    |        2        |
|     r9     |   p1  |    10   |        2        |
|     r9     |   p1  |   100   |        2        |
|     r9     |   p1  |   101   |        2        |
|     r9     |   p1  |   102   |        2        |
|     r9     |   p1  |    11   |        2        |
|     r9     |   p1  |    12   |        2        |
|     r9     |   p1  |    13   |        2        |
|     r9     |   p1  |    14   |        2        |
|     r9     |   p1  |    15   |        2        |
|     r9     |   p1  |    16   |        2        |
|     r9     |   p1  |    17   |        2        |
|     r9     |   p1  |    18   |        2        |
|     r9     |   p1  |    19   |        2        |
|     r9     |   p1  |    2    |        2        |
|     r9     |   p1  |    20   |        2        |
|     r9     |   p1  |    21   |        2        |
|     r9     |   p1  |    22   |        2        |
|     r9     |   p1  |    23   |        2        |
|     r9     |   p1  |    24   |        2        |
|     r9     |   p1  |    25   |        2        |
|     r9     |   p1  |    26   |        2        |
|     r9     |   p1  |    27   |        2        |
|     r9     |   p1  |    28   |        2        |
|     r9     |   p1  |    29   |        2        |
|     r9     |   p1  |    3    |        2        |
|     r9     |   p1  |    30   |        2        |
|     r9     |   p1  |    31   |        2        |
|     r9     |   p1  |    32   |        2        |
|     r9     |   p1  |    33   |        2        |
|     r9     |   p1  |    34   |        2        |
|     r9     |   p1  |    35   |        2        |
|     r9     |   p1  |    36   |        2        |
|     r9     |   p1  |    37   |        2        |
|     r9     |   p1  |    38   |        2        |
|     r9     |   p1  |    39   |        2        |
|     r9     |   p1  |    4    |        2        |
|     r9     |   p1  |    40   |        2        |
|     r9     |   p1  |    41   |        2        |
|     r9     |   p1  |    42   |        2        |
|     r9     |   p1  |    43   |        2        |
|     r9     |   p1  |    44   |        2        |
|     r9     |   p1  |    45   |        2        |
|     r9     |   p1  |    46   |        2        |
|     r9     |   p1  |    47   |        2        |
|     r9     |   p1  |    48   |        2        |
|     r9     |   p1  |    49   |        2        |
|     r9     |   p1  |    5    |        2        |
|     r9     |   p1  |    50   |        2        |
|     r9     |   p1  |    51   |        2        |
|     r9     |   p1  |    52   |        2        |
|     r9     |   p1  |    53   |        2        |
|     r9     |   p1  |    54   |        2        |
|     r9     |   p1  |    55   |        2        |
|     r9     |   p1  |    56   |        2        |
|     r9     |   p1  |    57   |        2        |
|     r9     |   p1  |    58   |        2        |
|     r9     |   p1  |    59   |        2        |
|     r9     |   p1  |    6    |        2        |
|     r9     |   p1  |    60   |        2        |
|     r9     |   p1  |    61   |        2        |
|     r9     |   p1  |    62   |        2        |
|     r9     |   p1  |    63   |        2        |
|     r9     |   p1  |    64   |        2        |
|     r9     |   p1  |    65   |        2        |
|     r9     |   p1  |    66   |        2        |
|     r9     |   p1  |    67   |        2        |
|     r9     |   p1  |    68   |        2        |
|     r9     |   p1  |    69   |        2        |
|     r9     |   p1  |    7    |        2        |
|     r9     |   p1  |    70   |        2        |
|     r9     |   p1  |    71   |        2        |
|     r9     |   p1  |    72   |        2        |
|     r9     |   p1  |    73   |        2        |
|     r9     |   p1  |    74   |        2        |
|     r9     |   p1  |    75   |        2        |
|     r9     |   p1  |    76   |        2        |
|     r9     |   p1  |    77   |        2        |
|     r9     |   p1  |    78   |        2        |
|     r9     |   p1  |    79   |        2        |
|     r9     |   p1  |    8    |        2        |
|     r9     |   p1  |    80   |        2        |
|     r9     |   p1  |    81   |        2        |
|     r9     |   p1  |    82   |        2        |
|     r9     |   p1  |    83   |        2        |
|     r9     |   p1  |    84   |        2        |
|     r9     |   p1  |    85   |        2        |
|     r9     |   p1  |    86   |        2        |
|     r9     |   p1  |    87   |        2        |
|     r9     |   p1  |    88   |        2        |
|     r9     |   p1  |    89   |        2        |
|     r9     |   p1  |    9    |        2        |
|     r9     |   p1  |    90   |        2        |
|     r9     |   p1  |    91   |        2        |
|     r9     |   p1  |    92   |        2        |
|     r9     |   p1  |    93   |        2        |
|     r9     |   p1  |    94   |        2        |
|     r9     |   p1  |    95   |        2        |
|     r9     |   p1  |    96   |        2        |
|     r9     |   p1  |    97   |        2        |
|     r9     |   p1  |    98   |        2        |
|     r9     |   p1  |    99   |        2        |
|     r9     |   p1  |    99   |        2        |
|     r9     |   p2  |    1    |        2        |
|     r9     |   p2  |    10   |        2        |
|     r9     |   p2  |    11   |        2        |
|     r9     |   p2  |    12   |        2        |
|     r9     |   p2  |    13   |        2        |
|     r9     |   p2  |    14   |        2        |
|     r9     |   p2  |    15   |        2        |
|     r9     |   p2  |    16   |        2        |
|     r9     |   p2  |    17   |        2        |
|     r9     |   p2  |    18   |        2        |
|     r9     |   p2  |    19   |        2        |
|     r9     |   p2  |    2    |        2        |
|     r9     |   p2  |    20   |        2        |
|     r9     |   p2  |    21   |        2        |
|     r9     |   p2  |    22   |        2        |
|     r9     |   p2  |    23   |        2        |
|     r9     |   p2  |    24   |        2        |
|     r9     |   p2  |    25   |        2        |
|     r9     |   p2  |    26   |        2        |
|     r9     |   p2  |    27   |        2        |
|     r9     |   p2  |    28   |        2        |
|     r9     |   p2  |    29   |        2        |
|     r9     |   p2  |    3    |        2        |
|     r9     |   p2  |    30   |        2        |
|     r9     |   p2  |    31   |        2        |
|     r9     |   p2  |    32   |        2        |
|     r9     |   p2  |    33   |        2        |
|     r9     |   p2  |    34   |        2        |
|     r9     |   p2  |    35   |        2        |
|     r9     |   p2  |    36   |        2        |
|     r9     |   p2  |    37   |        2        |
|     r9     |   p2  |    38   |        2        |
|     r9     |   p2  |    39   |        2        |
|     r9     |   p2  |    4    |        2        |
|     r9     |   p2  |    40   |        2        |
|     r9     |   p2  |    41   |        2        |
|     r9     |   p2  |    42   |        2        |
|     r9     |   p2  |    43   |        2        |
|     r9     |   p2  |    44   |        2        |
|     r9     |   p2  |    45   |        2        |
|     r9     |   p2  |    46   |        2        |
|     r9     |   p2  |    47   |        2        |
|     r9     |   p2  |    48   |        2        |
|     r9     |   p2  |    49   |        2        |
|     r9     |   p2  |    5    |        2        |
|     r9     |   p2  |    50   |        2        |
|     r9     |   p2  |    51   |        2        |
|     r9     |   p2  |    52   |        2        |
|     r9     |   p2  |    53   |        2        |
|     r9     |   p2  |    54   |        2        |
|     r9     |   p2  |    55   |        2        |
|     r9     |   p2  |    56   |        2        |
|     r9     |   p2  |    57   |        2        |
|     r9     |   p2  |    58   |        2        |
|     r9     |   p2  |    59   |        2        |
|     r9     |   p2  |    6    |        2        |
|     r9     |   p2  |    60   |        2        |
|     r9     |   p2  |    61   |        2        |
|     r9     |   p2  |    62   |        2        |
|     r9     |   p2  |    63   |        2        |
|     r9     |   p2  |    64   |        2        |
|     r9     |   p2  |    65   |        2        |
|     r9     |   p2  |    66   |        2        |
|     r9     |   p2  |    67   |        2        |
|     r9     |   p2  |    68   |        2        |
|     r9     |   p2  |    69   |        2        |
|     r9     |   p2  |    7    |        2        |
|     r9     |   p2  |    70   |        2        |
|     r9     |   p2  |    71   |        2        |
|     r9     |   p2  |    72   |        2        |
|     r9     |   p2  |    73   |        2        |
|     r9     |   p2  |    74   |        2        |
|     r9     |   p2  |    75   |        2        |
|     r9     |   p2  |    76   |        2        |
|     r9     |   p2  |    77   |        2        |
|     r9     |   p2  |    78   |        2        |
|     r9     |   p2  |    79   |        2        |
|     r9     |   p2  |    8    |        2        |
|     r9     |   p2  |    80   |        2        |
|     r9     |   p2  |    81   |        2        |
|     r9     |   p2  |    82   |        2        |
|     r9     |   p2  |    83   |        2        |
|     r9     |   p2  |    84   |        2        |
|     r9     |   p2  |    85   |        2        |
|     r9     |   p2  |    86   |        2        |
|     r9     |   p2  |    87   |        2        |
|     r9     |   p2  |    88   |        2        |
|     r9     |   p2  |    89   |        2        |
|     r9     |   p2  |    9    |        2        |
|     r9     |   p2  |    90   |        2        |
|     r9     |   p2  |    91   |        2        |
|     r9     |   p2  |    92   |        2        |
|     r9     |   p2  |    93   |        2        |
|     r9     |   p2  |    94   |        2        |
|     r9     |   p2  |    94   |        2        |
+------------+-------+---------+-----------------+
