+------------+-------+---------+-----------------+
| experiment | phase | episode | number of files |
|     r6     |   p2  |    18   |        1        |
|     r6     |   p2  |    19   |        1        |
|     r6     |   p2  |    2    |        1        |
|     r6     |   p2  |    20   |        1        |
|     r6     |   p2  |    21   |        1        |
|     r6     |   p2  |    22   |        1        |
|     r6     |   p2  |    23   |        1        |
|     r6     |   p2  |    24   |        1        |
|     r6     |   p2  |    25   |        1        |
|     r6     |   p2  |    26   |        1        |
|     r6     |   p2  |    27   |        1        |
|     r6     |   p2  |    28   |        1        |
|     r6     |   p2  |    29   |        1        |
|     r6     |   p2  |    3    |        1        |
|     r6     |   p2  |    30   |        1        |
|     r6     |   p2  |    31   |        1        |
|     r6     |   p2  |    32   |        1        |
|     r6     |   p2  |    33   |        1        |
|     r6     |   p2  |    34   |        1        |
|     r6     |   p2  |    35   |        1        |
|     r6     |   p2  |    36   |        1        |
|     r6     |   p2  |    37   |        1        |
|     r6     |   p2  |    38   |        1        |
|     r6     |   p2  |    39   |        1        |
|     r6     |   p2  |    4    |        1        |
|     r6     |   p2  |    40   |        1        |
|     r6     |   p2  |    41   |        1        |
|     r6     |   p2  |    42   |        1        |
|     r6     |   p2  |    43   |        1        |
|     r6     |   p2  |    44   |        1        |
|     r6     |   p2  |    45   |        1        |
|     r6     |   p2  |    46   |        1        |
|     r6     |   p2  |    47   |        1        |
|     r6     |   p2  |    48   |        1        |
|     r6     |   p2  |    49   |        1        |
|     r6     |   p2  |    5    |        1        |
|     r6     |   p2  |    50   |        1        |
|     r6     |   p2  |    51   |        1        |
|     r6     |   p2  |    52   |        1        |
|     r6     |   p2  |    53   |        1        |
|     r6     |   p2  |    54   |        1        |
|     r6     |   p2  |    55   |        1        |
|     r6     |   p2  |    56   |        1        |
|     r6     |   p2  |    57   |        1        |
|     r6     |   p2  |    58   |        1        |
|     r6     |   p2  |    59   |        1        |
|     r6     |   p2  |    6    |        1        |
|     r6     |   p2  |    60   |        1        |
|     r6     |   p2  |    61   |        1        |
|     r6     |   p2  |    62   |        1        |
|     r6     |   p2  |    63   |        1        |
|     r6     |   p2  |    64   |        1        |
|     r6     |   p2  |    65   |        1        |
|     r6     |   p2  |    66   |        1        |
|     r6     |   p2  |    67   |        1        |
|     r6     |   p2  |    68   |        1        |
|     r6     |   p2  |    69   |        1        |
|     r6     |   p2  |    7    |        1        |
|     r6     |   p2  |    70   |        1        |
|     r6     |   p2  |    71   |        1        |
|     r6     |   p2  |    72   |        1        |
|     r6     |   p2  |    73   |        1        |
|     r6     |   p2  |    74   |        1        |
|     r6     |   p2  |    75   |        1        |
|     r6     |   p2  |    76   |        1        |
|     r6     |   p2  |    77   |        1        |
|     r6     |   p2  |    78   |        1        |
|     r6     |   p2  |    8    |        1        |
|     r6     |   p2  |    9    |        1        |
|     r6     |   p2  |    9    |        1        |
|     r7     |   p1  |    1    |        1        |
|     r7     |   p1  |    10   |        1        |
|     r7     |   p1  |    11   |        1        |
|     r7     |   p1  |    12   |        1        |
|     r7     |   p1  |    13   |        1        |
|     r7     |   p1  |    14   |        1        |
|     r7     |   p1  |    15   |        1        |
|     r7     |   p1  |    16   |        1        |
|     r7     |   p1  |    17   |        1        |
|     r7     |   p1  |    18   |        1        |
|     r7     |   p1  |    19   |        1        |
|     r7     |   p1  |    2    |        1        |
|     r7     |   p1  |    20   |        1        |
|     r7     |   p1  |    21   |        1        |
|     r7     |   p1  |    22   |        1        |
|     r7     |   p1  |    23   |        1        |
|     r7     |   p1  |    24   |        1        |
|     r7     |   p1  |    25   |        1        |
|     r7     |   p1  |    26   |        1        |
|     r7     |   p1  |    27   |        1        |
|     r7     |   p1  |    28   |        1        |
|     r7     |   p1  |    29   |        1        |
|     r7     |   p1  |    3    |        1        |
|     r7     |   p1  |    30   |        1        |
|     r7     |   p1  |    31   |        1        |
|     r7     |   p1  |    32   |        1        |
|     r7     |   p1  |    33   |        1        |
|     r7     |   p1  |    34   |        1        |
|     r7     |   p1  |    35   |        1        |
|     r7     |   p1  |    36   |        1        |
|     r7     |   p1  |    37   |        1        |
|     r7     |   p1  |    38   |        1        |
|     r7     |   p1  |    39   |        1        |
|     r7     |   p1  |    4    |        1        |
|     r7     |   p1  |    40   |        1        |
|     r7     |   p1  |    41   |        1        |
|     r7     |   p1  |    42   |        1        |
|     r7     |   p1  |    43   |        1        |
|     r7     |   p1  |    44   |        1        |
|     r7     |   p1  |    45   |        1        |
|     r7     |   p1  |    46   |        1        |
|     r7     |   p1  |    47   |        1        |
|     r7     |   p1  |    48   |        1        |
|     r7     |   p1  |    49   |        1        |
|     r7     |   p1  |    5    |        1        |
|     r7     |   p1  |    50   |        1        |
|     r7     |   p1  |    51   |        1        |
|     r7     |   p1  |    52   |        1        |
|     r7     |   p1  |    53   |        1        |
|     r7     |   p1  |    54   |        1        |
|     r7     |   p1  |    55   |        1        |
|     r7     |   p1  |    56   |        1        |
|     r7     |   p1  |    57   |        1        |
|     r7     |   p1  |    58   |        1        |
|     r7     |   p1  |    59   |        1        |
|     r7     |   p1  |    6    |        1        |
|     r7     |   p1  |    60   |        1        |
|     r7     |   p1  |    61   |        1        |
|     r7     |   p1  |    62   |        1        |
|     r7     |   p1  |    63   |        1        |
|     r7     |   p1  |    64   |        1        |
|     r7     |   p1  |    65   |        1        |
|     r7     |   p1  |    66   |        1        |
|     r7     |   p1  |    67   |        1        |
|     r7     |   p1  |    68   |        1        |
|     r7     |   p1  |    69   |        1        |
|     r7     |   p1  |    7    |        1        |
|     r7     |   p1  |    70   |        1        |
|     r7     |   p1  |    71   |        1        |
|     r7     |   p1  |    72   |        1        |
|     r7     |   p1  |    8    |        1        |
|     r7     |   p1  |    9    |        1        |
|     r7     |   p1  |    9    |        1        |
|     r7     |   p2  |    1    |        1        |
|     r7     |   p2  |    10   |        1        |
|     r7     |   p2  |    11   |        1        |
|     r7     |   p2  |    12   |        1        |
|     r7     |   p2  |    13   |        1        |
|     r7     |   p2  |    14   |        1        |
|     r7     |   p2  |    15   |        1        |
|     r7     |   p2  |    16   |        1        |
|     r7     |   p2  |    17   |        1        |
|     r7     |   p2  |    18   |        1        |
|     r7     |   p2  |    19   |        1        |
|     r7     |   p2  |    2    |        1        |
|     r7     |   p2  |    20   |        1        |
|     r7     |   p2  |    21   |        1        |
|     r7     |   p2  |    22   |        1        |
|     r7     |   p2  |    23   |        1        |
|     r7     |   p2  |    24   |        1        |
|     r7     |   p2  |    25   |        1        |
|     r7     |   p2  |    26   |        1        |
|     r7     |   p2  |    27   |        1        |
|     r7     |   p2  |    28   |        1        |
|     r7     |   p2  |    29   |        1        |
|     r7     |   p2  |    3    |        1        |
|     r7     |   p2  |    30   |        1        |
|     r7     |   p2  |    31   |        1        |
|     r7     |   p2  |    32   |        1        |
|     r7     |   p2  |    33   |        1        |
|     r7     |   p2  |    34   |        1        |
|     r7     |   p2  |    35   |        1        |
|     r7     |   p2  |    36   |        1        |
|     r7     |   p2  |    37   |        1        |
|     r7     |   p2  |    38   |        1        |
|     r7     |   p2  |    39   |        1        |
|     r7     |   p2  |    4    |        1        |
|     r7     |   p2  |    40   |        1        |
|     r7     |   p2  |    41   |        1        |
|     r7     |   p2  |    42   |        1        |
|     r7     |   p2  |    43   |        1        |
|     r7     |   p2  |    44   |        1        |
|     r7     |   p2  |    45   |        1        |
|     r7     |   p2  |    46   |        1        |
|     r7     |   p2  |    47   |        1        |
|     r7     |   p2  |    48   |        1        |
|     r7     |   p2  |    49   |        1        |
|     r7     |   p2  |    5    |        1        |
|     r7     |   p2  |    50   |        1        |
|     r7     |   p2  |    51   |        1        |
|     r7     |   p2  |    52   |        1        |
|     r7     |   p2  |    53   |        1        |
|     r7     |   p2  |    54   |        1        |
|     r7     |   p2  |    55   |        1        |
|     r7     |   p2  |    56   |        1        |
|     r7     |   p2  |    57   |        1        |
|     r7     |   p2  |    58   |        1        |
|     r7     |   p2  |    59   |        1        |
|     r7     |   p2  |    6    |        1        |
|     r7     |   p2  |    60   |        1        |
|     r7     |   p2  |    61   |        1        |
|     r7     |   p2  |    62   |        1        |
|     r7     |   p2  |    63   |        1        |
|     r7     |   p2  |    64   |        1        |
|     r7     |   p2  |    65   |        1        |
|     r7     |   p2  |    66   |        1        |
|     r7     |   p2  |    67   |        1        |
|     r7     |   p2  |    68   |        1        |
|     r7     |   p2  |    69   |        1        |
|     r7     |   p2  |    7    |        1        |
|     r7     |   p2  |    70   |        1        |
|     r7     |   p2  |    71   |        1        |
|     r7     |   p2  |    72   |        1        |
|     r7     |   p2  |    73   |        1        |
|     r7     |   p2  |    74   |        1        |
|     r7     |   p2  |    75   |        1        |
|     r7     |   p2  |    76   |        1        |
|     r7     |   p2  |    8    |        1        |
|     r7     |   p2  |    9    |        1        |
|     r7     |   p2  |    9    |        1        |
|     r8     |   p1  |    1    |        1        |
|     r8     |   p1  |    10   |        1        |
|     r8     |   p1  |    11   |        1        |
|     r8     |   p1  |    12   |        1        |
|     r8     |   p1  |    13   |        1        |
|     r8     |   p1  |    14   |        1        |
|     r8     |   p1  |    15   |        1        |
|     r8     |   p1  |    16   |        1        |
|     r8     |   p1  |    17   |        1        |
|     r8     |   p1  |    18   |        1        |
|     r8     |   p1  |    19   |        1        |
|     r8     |   p1  |    2    |        1        |
|     r8     |   p1  |    20   |        1        |
|     r8     |   p1  |    21   |        1        |
|     r8     |   p1  |    22   |        1        |
|     r8     |   p1  |    23   |        1        |
|     r8     |   p1  |    24   |        1        |
|     r8     |   p1  |    25   |        1        |
|     r8     |   p1  |    26   |        1        |
|     r8     |   p1  |    27   |        1        |
|     r8     |   p1  |    28   |        1        |
|     r8     |   p1  |    29   |        1        |
|     r8     |   p1  |    3    |        1        |
|     r8     |   p1  |    30   |        1        |
|     r8     |   p1  |    31   |        1        |
|     r8     |   p1  |    32   |        1        |
|     r8     |   p1  |    33   |        1        |
|     r8     |   p1  |    34   |        1        |
|     r8     |   p1  |    35   |        1        |
|     r8     |   p1  |    36   |        1        |
|     r8     |   p1  |    37   |        1        |
|     r8     |   p1  |    38   |        1        |
|     r8     |   p1  |    39   |        1        |
|     r8     |   p1  |    4    |        1        |
|     r8     |   p1  |    40   |        1        |
|     r8     |   p1  |    41   |        1        |
|     r8     |   p1  |    42   |        1        |
|     r8     |   p1  |    43   |        1        |
|     r8     |   p1  |    44   |        1        |
|     r8     |   p1  |    45   |        1        |
|     r8     |   p1  |    46   |        1        |
|     r8     |   p1  |    47   |        1        |
|     r8     |   p1  |    48   |        1        |
|     r8     |   p1  |    49   |        1        |
|     r8     |   p1  |    5    |        1        |
|     r8     |   p1  |    50   |        1        |
|     r8     |   p1  |    51   |        1        |
|     r8     |   p1  |    52   |        1        |
|     r8     |   p1  |    53   |        1        |
|     r8     |   p1  |    54   |        1        |
|     r8     |   p1  |    55   |        1        |
|     r8     |   p1  |    56   |        1        |
|     r8     |   p1  |    57   |        1        |
|     r8     |   p1  |    58   |        1        |
|     r8     |   p1  |    59   |        1        |
|     r8     |   p1  |    6    |        1        |
|     r8     |   p1  |    60   |        1        |
|     r8     |   p1  |    61   |        1        |
|     r8     |   p1  |    62   |        1        |
|     r8     |   p1  |    63   |        1        |
|     r8     |   p1  |    64   |        1        |
|     r8     |   p1  |    65   |        1        |
|     r8     |   p1  |    66   |        1        |
|     r8     |   p1  |    67   |        1        |
|     r8     |   p1  |    68   |        1        |
|     r8     |   p1  |    69   |        1        |
|     r8     |   p1  |    7    |        1        |
|     r8     |   p1  |    70   |        1        |
|     r8     |   p1  |    71   |        1        |
|     r8     |   p1  |    72   |        1        |
|     r8     |   p1  |    73   |        1        |
|     r8     |   p1  |    74   |        1        |
|     r8     |   p1  |    75   |        1        |
|     r8     |   p1  |    76   |        1        |
|     r8     |   p1  |    77   |        1        |
|     r8     |   p1  |    78   |        1        |
|     r8     |   p1  |    79   |        1        |
|     r8     |   p1  |    8    |        1        |
|     r8     |   p1  |    80   |        1        |
|     r8     |   p1  |    81   |        1        |
|     r8     |   p1  |    82   |        1        |
|     r8     |   p1  |    83   |        1        |
|     r8     |   p1  |    84   |        1        |
|     r8     |   p1  |    9    |        1        |
|     r8     |   p1  |    9    |        1        |
|     r8     |   p2  |    1    |        1        |
|     r8     |   p2  |    10   |        1        |
|     r8     |   p2  |    11   |        1        |
|     r8     |   p2  |    12   |        1        |
|     r8     |   p2  |    13   |        1        |
|     r8     |   p2  |    14   |        1        |
|     r8     |   p2  |    15   |        1        |
|     r8     |   p2  |    16   |        1        |
|     r8     |   p2  |    17   |        1        |
|     r8     |   p2  |    18   |        1        |
|     r8     |   p2  |    19   |        1        |
|     r8     |   p2  |    2    |        1        |
|     r8     |   p2  |    20   |        1        |
|     r8     |   p2  |    21   |        1        |
|     r8     |   p2  |    22   |        1        |
|     r8     |   p2  |    23   |        1        |
|     r8     |   p2  |    24   |        1        |
|     r8     |   p2  |    25   |        1        |
|     r8     |   p2  |    26   |        1        |
|     r8     |   p2  |    27   |        1        |
|     r8     |   p2  |    28   |        1        |
|     r8     |   p2  |    29   |        1        |
|     r8     |   p2  |    3    |        1        |
|     r8     |   p2  |    30   |        1        |
|     r8     |   p2  |    31   |        1        |
|     r8     |   p2  |    32   |        1        |
|     r8     |   p2  |    33   |        1        |
|     r8     |   p2  |    34   |        1        |
|     r8     |   p2  |    35   |        1        |
|     r8     |   p2  |    36   |        1        |
|     r8     |   p2  |    37   |        1        |
|     r8     |   p2  |    38   |        1        |
|     r8     |   p2  |    39   |        1        |
|     r8     |   p2  |    4    |        1        |
|     r8     |   p2  |    40   |        1        |
|     r8     |   p2  |    41   |        1        |
|     r8     |   p2  |    42   |        1        |
|     r8     |   p2  |    43   |        1        |
|     r8     |   p2  |    44   |        1        |
|     r8     |   p2  |    45   |        1        |
|     r8     |   p2  |    46   |        1        |
|     r8     |   p2  |    47   |        1        |
|     r8     |   p2  |    48   |        1        |
|     r8     |   p2  |    49   |        1        |
|     r8     |   p2  |    5    |        1        |
|     r8     |   p2  |    50   |        1        |
|     r8     |   p2  |    51   |        1        |
|     r8     |   p2  |    52   |        1        |
|     r8     |   p2  |    53   |        1        |
|     r8     |   p2  |    54   |        1        |
|     r8     |   p2  |    55   |        1        |
|     r8     |   p2  |    56   |        1        |
|     r8     |   p2  |    57   |        1        |
|     r8     |   p2  |    58   |        1        |
|     r8     |   p2  |    59   |        1        |
|     r8     |   p2  |    6    |        1        |
|     r8     |   p2  |    60   |        1        |
|     r8     |   p2  |    61   |        1        |
|     r8     |   p2  |    62   |        1        |
|     r8     |   p2  |    63   |        1        |
|     r8     |   p2  |    64   |        1        |
|     r8     |   p2  |    7    |        1        |
|     r8     |   p2  |    8    |        1        |
|     r8     |   p2  |    9    |        1        |
|     r8     |   p2  |    9    |        1        |
|     r9     |   p1  |    1    |        1        |
|     r9     |   p1  |    10   |        1        |
|     r9     |   p1  |   100   |        1        |
|     r9     |   p1  |   101   |        1        |
|     r9     |   p1  |   102   |        1        |
|     r9     |   p1  |    11   |        1        |
|     r9     |   p1  |    12   |        1        |
|     r9     |   p1  |    13   |        1        |
|     r9     |   p1  |    14   |        1        |
|     r9     |   p1  |    15   |        1        |
|     r9     |   p1  |    16   |        1        |
|     r9     |   p1  |    17   |        1        |
|     r9     |   p1  |    18   |        1        |
|     r9     |   p1  |    19   |        1        |
|     r9     |   p1  |    2    |        1        |
|     r9     |   p1  |    20   |        1        |
|     r9     |   p1  |    21   |        1        |
|     r9     |   p1  |    22   |        1        |
|     r9     |   p1  |    23   |        1        |
|     r9     |   p1  |    24   |        1        |
|     r9     |   p1  |    25   |        1        |
|     r9     |   p1  |    26   |        1        |
|     r9     |   p1  |    27   |        1        |
|     r9     |   p1  |    28   |        1        |
|     r9     |   p1  |    29   |        1        |
|     r9     |   p1  |    3    |        1        |
|     r9     |   p1  |    30   |        1        |
|     r9     |   p1  |    31   |        1        |
|     r9     |   p1  |    32   |        1        |
|     r9     |   p1  |    33   |        1        |
|     r9     |   p1  |    34   |        1        |
|     r9     |   p1  |    35   |        1        |
|     r9     |   p1  |    36   |        1        |
|     r9     |   p1  |    37   |        1        |
|     r9     |   p1  |    38   |        1        |
|     r9     |   p1  |    39   |        1        |
|     r9     |   p1  |    4    |        1        |
|     r9     |   p1  |    40   |        1        |
|     r9     |   p1  |    41   |        1        |
|     r9     |   p1  |    42   |        1        |
|     r9     |   p1  |    43   |        1        |
|     r9     |   p1  |    44   |        1        |
|     r9     |   p1  |    45   |        1        |
|     r9     |   p1  |    46   |        1        |
|     r9     |   p1  |    47   |        1        |
|     r9     |   p1  |    48   |        1        |
|     r9     |   p1  |    49   |        1        |
|     r9     |   p1  |    5    |        1        |
|     r9     |   p1  |    50   |        1        |
|     r9     |   p1  |    51   |        1        |
|     r9     |   p1  |    52   |        1        |
|     r9     |   p1  |    53   |        1        |
|     r9     |   p1  |    54   |        1        |
|     r9     |   p1  |    55   |        1        |
|     r9     |   p1  |    56   |        1        |
|     r9     |   p1  |    57   |        1        |
|     r9     |   p1  |    58   |        1        |
|     r9     |   p1  |    59   |        1        |
|     r9     |   p1  |    6    |        1        |
|     r9     |   p1  |    60   |        1        |
|     r9     |   p1  |    61   |        1        |
|     r9     |   p1  |    62   |        1        |
|     r9     |   p1  |    63   |        1        |
|     r9     |   p1  |    64   |        1        |
|     r9     |   p1  |    65   |        1        |
|     r9     |   p1  |    66   |        1        |
|     r9     |   p1  |    67   |        1        |
|     r9     |   p1  |    68   |        1        |
|     r9     |   p1  |    69   |        1        |
|     r9     |   p1  |    7    |        1        |
|     r9     |   p1  |    70   |        1        |
|     r9     |   p1  |    71   |        1        |
|     r9     |   p1  |    72   |        1        |
|     r9     |   p1  |    73   |        1        |
|     r9     |   p1  |    74   |        1        |
|     r9     |   p1  |    75   |        1        |
|     r9     |   p1  |    76   |        1        |
|     r9     |   p1  |    77   |        1        |
|     r9     |   p1  |    78   |        1        |
|     r9     |   p1  |    79   |        1        |
|     r9     |   p1  |    8    |        1        |
|     r9     |   p1  |    80   |        1        |
|     r9     |   p1  |    81   |        1        |
|     r9     |   p1  |    82   |        1        |
|     r9     |   p1  |    83   |        1        |
|     r9     |   p1  |    84   |        1        |
|     r9     |   p1  |    85   |        1        |
|     r9     |   p1  |    86   |        1        |
|     r9     |   p1  |    87   |        1        |
|     r9     |   p1  |    88   |        1        |
|     r9     |   p1  |    89   |        1        |
|     r9     |   p1  |    9    |        1        |
|     r9     |   p1  |    90   |        1        |
|     r9     |   p1  |    91   |        1        |
|     r9     |   p1  |    92   |        1        |
|     r9     |   p1  |    93   |        1        |
|     r9     |   p1  |    94   |        1        |
|     r9     |   p1  |    95   |        1        |
|     r9     |   p1  |    96   |        1        |
|     r9     |   p1  |    97   |        1        |
|     r9     |   p1  |    98   |        1        |
|     r9     |   p1  |    99   |        1        |
|     r9     |   p1  |    99   |        1        |
|     r9     |   p2  |    1    |        1        |
|     r9     |   p2  |    10   |        1        |
|     r9     |   p2  |    11   |        1        |
|     r9     |   p2  |    12   |        1        |
|     r9     |   p2  |    13   |        1        |
|     r9     |   p2  |    14   |        1        |
|     r9     |   p2  |    15   |        1        |
|     r9     |   p2  |    16   |        1        |
|     r9     |   p2  |    17   |        1        |
|     r9     |   p2  |    18   |        1        |
|     r9     |   p2  |    19   |        1        |
|     r9     |   p2  |    2    |        1        |
|     r9     |   p2  |    20   |        1        |
|     r9     |   p2  |    21   |        1        |
|     r9     |   p2  |    22   |        1        |
|     r9     |   p2  |    23   |        1        |
|     r9     |   p2  |    24   |        1        |
|     r9     |   p2  |    25   |        1        |
|     r9     |   p2  |    26   |        1        |
|     r9     |   p2  |    27   |        1        |
|     r9     |   p2  |    28   |        1        |
|     r9     |   p2  |    29   |        1        |
|     r9     |   p2  |    3    |        1        |
|     r9     |   p2  |    30   |        1        |
|     r9     |   p2  |    31   |        1        |
|     r9     |   p2  |    32   |        1        |
|     r9     |   p2  |    33   |        1        |
|     r9     |   p2  |    34   |        1        |
|     r9     |   p2  |    35   |        1        |
|     r9     |   p2  |    36   |        1        |
|     r9     |   p2  |    37   |        1        |
|     r9     |   p2  |    38   |        1        |
|     r9     |   p2  |    39   |        1        |
|     r9     |   p2  |    4    |        1        |
|     r9     |   p2  |    40   |        1        |
|     r9     |   p2  |    41   |        1        |
|     r9     |   p2  |    42   |        1        |
|     r9     |   p2  |    43   |        1        |
|     r9     |   p2  |    44   |        1        |
|     r9     |   p2  |    45   |        1        |
|     r9     |   p2  |    46   |        1        |
|     r9     |   p2  |    47   |        1        |
|     r9     |   p2  |    48   |        1        |
|     r9     |   p2  |    49   |        1        |
|     r9     |   p2  |    5    |        1        |
|     r9     |   p2  |    50   |        1        |
|     r9     |   p2  |    51   |        1        |
|     r9     |   p2  |    52   |        1        |
|     r9     |   p2  |    53   |        1        |
|     r9     |   p2  |    54   |        1        |
|     r9     |   p2  |    55   |        1        |
|     r9     |   p2  |    56   |        1        |
|     r9     |   p2  |    57   |        1        |
|     r9     |   p2  |    58   |        1        |
|     r9     |   p2  |    59   |        1        |
|     r9     |   p2  |    6    |        1        |
|     r9     |   p2  |    60   |        1        |
|     r9     |   p2  |    61   |        1        |
|     r9     |   p2  |    62   |        1        |
|     r9     |   p2  |    63   |        1        |
|     r9     |   p2  |    64   |        1        |
|     r9     |   p2  |    65   |        1        |
|     r9     |   p2  |    66   |        1        |
|     r9     |   p2  |    67   |        1        |
|     r9     |   p2  |    68   |        1        |
|     r9     |   p2  |    69   |        1        |
|     r9     |   p2  |    7    |        1        |
|     r9     |   p2  |    70   |        1        |
|     r9     |   p2  |    71   |        1        |
|     r9     |   p2  |    72   |        1        |
|     r9     |   p2  |    73   |        1        |
|     r9     |   p2  |    74   |        1        |
|     r9     |   p2  |    75   |        1        |
|     r9     |   p2  |    76   |        1        |
|     r9     |   p2  |    77   |        1        |
|     r9     |   p2  |    78   |        1        |
|     r9     |   p2  |    79   |        1        |
|     r9     |   p2  |    8    |        1        |
|     r9     |   p2  |    80   |        1        |
|     r9     |   p2  |    81   |        1        |
|     r9     |   p2  |    82   |        1        |
|     r9     |   p2  |    83   |        1        |
|     r9     |   p2  |    84   |        1        |
|     r9     |   p2  |    85   |        1        |
|     r9     |   p2  |    86   |        1        |
|     r9     |   p2  |    87   |        1        |
|     r9     |   p2  |    88   |        1        |
|     r9     |   p2  |    89   |        1        |
|     r9     |   p2  |    9    |        1        |
|     r9     |   p2  |    90   |        1        |
|     r9     |   p2  |    91   |        1        |
|     r9     |   p2  |    92   |        1        |
|     r9     |   p2  |    93   |        1        |
|     r9     |   p2  |    94   |        1        |
|     r9     |   p2  |    94   |        1        |
+------------+-------+---------+-----------------+
